league_id,league_name,match_id,radiant_team,dire_team,winner,radiant_pos1_player,radiant_pos1_hero,radiant_pos1_networth_6m,radiant_pos1_networth_10m,radiant_pos1_role_source,radiant_pos2_player,radiant_pos2_hero,radiant_pos2_networth_6m,radiant_pos2_networth_10m,radiant_pos2_role_source,radiant_pos3_player,radiant_pos3_hero,radiant_pos3_networth_6m,radiant_pos3_networth_10m,radiant_pos3_role_source,radiant_pos4_player,radiant_pos4_hero,radiant_pos4_networth_6m,radiant_pos4_networth_10m,radiant_pos4_role_source,radiant_pos5_player,radiant_pos5_hero,radiant_pos5_networth_6m,radiant_pos5_networth_10m,radiant_pos5_role_source,dire_pos1_player,dire_pos1_hero,dire_pos1_networth_6m,dire_pos1_networth_10m,dire_pos1_role_source,dire_pos2_player,dire_pos2_hero,dire_pos2_networth_6m,dire_pos2_networth_10m,dire_pos2_role_source,dire_pos3_player,dire_pos3_hero,dire_pos3_networth_6m,dire_pos3_networth_10m,dire_pos3_role_source,dire_pos4_player,dire_pos4_hero,dire_pos4_networth_6m,dire_pos4_networth_10m,dire_pos4_role_source,dire_pos5_player,dire_pos5_hero,dire_pos5_networth_6m,dire_pos5_networth_10m,dire_pos5_role_source
19101,BLAST Slam VII,8830206341,LGD,TY,LGD,E1,gyrocopter,2990,5366,league_roster,0T,furion,3242,5745,league_roster,Wisper,snapfire,2314,4327,league_roster,T,windrunner,901,1927,league_roster,марсианин,axe,1287,1931,league_roster,arima-,nevermore,2780,4897,league_roster,J,viper,1985,3562,league_roster,bangkok,beastmaster,1845,3446,league_roster,lostreak chicken,keeper_of_the_light,696,1331,league_roster,,winter_wyvern,935,1773,league_roster
19101,BLAST Slam VII,8830423116,BB,GLYPH,BB,0,monkey_king,2925,4774,league_roster,lorenof mindset,queenofpain,2352,4091,league_roster,Badwater,largo,2406,3935,league_roster,yo terase mugen tsukuyomi,lion,718,1143,league_roster,"`""Е",winter_wyvern,878,1478,league_roster,TOXIC,windrunner,2544,4493,league_roster,追獵者,storm_spirit,1975,3667,league_roster,wsm,omniknight,1728,2603,league_roster,8333,techies,1326,1657,league_roster,mulhuu luvsan,phoenix,773,1379,league_roster
19101,BLAST Slam VII,8830442388,LGD,Tundra,LGD,Yuma,drow_ranger,3077,5254,league_roster,,puck,2273,3537,league_roster,,largo,2033,3460,league_roster,,hoodwink,1130,1781,league_roster,^,treant,1163,1693,league_roster,ׂ,nevermore,2169,4436,league_roster,cortado,pangolier,2786,4823,league_roster,not human (животное),tidehunter,1610,3135,league_roster,Arianka,keeper_of_the_light,1074,1987,league_roster,NongMon,lion,676,1378,league_roster
19101,BLAST Slam VII,8830529631,Liquid,OG,Liquid,yondaime,drow_ranger,3157,4996,league_roster,мусор,necrolyte,2830,4973,league_roster,50centaur,slardar,2188,3368,league_roster,Pk,hoodwink,1127,1579,league_roster,tOfu,bane,1013,1404,league_roster,>>>>>>>><<<<<<<<<,phantom_lancer,2414,4138,league_roster,Rasmus?,pangolier,1840,2902,league_roster,∩ (◣_◢) ∩,shredder,1575,3104,league_roster,I,lion,1205,1664,league_roster,mamba24,chen,1201,1654,league_roster
19101,BLAST Slam VII,8831470213,TSpirit,OG,TSpirit,1.1,tiny,2385,4027,league_roster,London+G,queenofpain,2246,4083,league_roster,pn,largo,2874,5062,league_roster,w:,rattletrap,1092,1749,league_roster,123,hoodwink,879,1523,league_roster,>>>>>>>><<<<<<<<<,windrunner,2216,3698,league_roster,p=,storm_spirit,2095,3359,league_roster,∩ (◣_◢) ∩,doom_bringer,2341,4200,league_roster,CZTS3,rubick,1206,1823,league_roster,mamba24,treant,1277,1585,league_roster
19101,BLAST Slam VII,8831470350,Aurora,Tundra,Tundra,mode: m0NESY,windrunner,2502,4348,league_roster,Katanaa,pangolier,2500,4381,league_roster,Shenorita`,shredder,1427,2132,league_roster,tweekin',nyx_assassin,1107,1697,league_roster,_,hoodwink,1309,2184,league_roster,lost in the world,ursa,3028,5006,league_roster,cortado,ember_spirit,2550,4237,league_roster,not human (животное),largo,2373,3546,league_roster,Arianka,keeper_of_the_light,812,1782,league_roster,NongMon,lich,1163,1761,league_roster
19101,BLAST Slam VII,8831571711,OG,TSpirit,TSpirit,>>>>>>>><<<<<<<<<,kez,2345,4466,league_roster,Rasmus?,shredder,2313,4105,league_roster,∩ (◣_◢) ∩,lycan,1586,2732,league_roster,CZTS3,tusk,874,1636,league_roster,mamba24,bane,736,1315,league_roster,1.1,drow_ranger,2691,4774,league_roster,London+G,ember_spirit,2423,3968,league_roster,pos3jungler,tidehunter,2302,4088,league_roster,w:,ringmaster,514,925,league_roster,@J%|,treant,1523,2086,league_roster
19101,BLAST Slam VII,8831571549,Aurora,Tundra,Aurora,mode: m0NESY,alchemist,2823,5088,league_roster,Katanaa,queenofpain,2456,4372,league_roster,Shenorita`,dawnbreaker,1850,3535,league_roster,`Ի,rattletrap,1271,2084,league_roster,save丶nic,lion,689,1083,league_roster,E~u,dragon_knight,2405,3748,league_roster,cortado,storm_spirit,2121,3206,league_roster,not human (животное),beastmaster,2379,3799,league_roster,Arianka,hoodwink,1211,1691,league_roster,NongMon,phoenix,975,1199,league_roster
19101,BLAST Slam VII,8831663527,TSpirit,TY,TY,1.1,nevermore,2446,4908,league_roster,London+G,ember_spirit,2199,3401,league_roster,pos3jungler,largo,2460,4532,league_roster,=8,lion,1111,1538,league_roster,123,tusk,951,1682,league_roster,arima-,templar_assassin,2164,3660,league_roster,Z,invoker,2508,4137,league_roster,bangkok,abyssal_underlord,1821,3193,league_roster,lostreak chicken,rubick,759,1399,league_roster,3,rattletrap,1445,2093,league_roster
19101,BLAST Slam VII,8831674830,Aurora,Tundra,Aurora,e,nevermore,3087,5347,league_roster,Katanaa,windrunner,2933,4347,league_roster,P,axe,1683,3060,league_roster,tweekin',rattletrap,1115,1601,league_roster,save丶nic,hoodwink,692,1131,league_roster,),necrolyte,3639,6194,league_roster,cortado,monkey_king,2190,3317,league_roster,not human (животное),brewmaster,1395,2310,league_roster,Arianka,lion,1025,1626,league_roster,w,phoenix,874,1850,league_roster
19101,BLAST Slam VII,8831810450,TY,TSpirit,TY,,lone_druid,2687,4558,league_roster,CHIRA_JUNIOR,furion,2778,5061,league_roster,,axe,2866,4680,league_roster,lostreak chicken,rubick,1299,2028,league_roster,; ],bane,1326,1715,league_roster,1.1,alchemist,2435,5123,league_roster,,viper,2542,3519,league_roster,pos3jungler,pangolier,1822,3571,league_roster,w:,techies,823,1133,league_roster,123,hoodwink,797,1511,league_roster
19101,BLAST Slam VII,8831817474,Liquid,Aurora,Aurora,yondaime,life_stealer,2158,4188,league_roster,мусор,pangolier,2666,4258,league_roster,50centaur,dawnbreaker,2200,3558,league_roster,Boxi,lion,1026,1383,league_roster,P,silencer,1094,1537,league_roster,,windrunner,2315,4588,league_roster,`H,puck,2991,4988,league_roster,Shenorita`,axe,2379,4178,league_roster,tweekin',hoodwink,1005,1959,league_roster,save丶nic,phoenix,1132,2347,league_roster
19101,BLAST Slam VII,8831927547,Aurora,Liquid,Aurora,mode: m0NESY,phantom_lancer,2264,4007,league_roster,Katanaa,windrunner,2080,3705,league_roster,Z,axe,2158,3728,league_roster,tweekin',lion,957,1284,league_roster,G;,winter_wyvern,781,1411,league_roster,,drow_ranger,3080,4876,league_roster,,void_spirit,2004,3921,league_roster,50centaur,slardar,2039,3872,league_roster,Boxi,techies,993,1660,league_roster,tOfu,treant,867,1464,league_roster
19101,BLAST Slam VII,8837869969,Aurora,TY,TY,k o,terrorblade,2695,4535,league_roster,Katanaa,queenofpain,2456,4430,league_roster,Shenorita`,axe,2900,4356,league_roster,,hoodwink,966,1545,league_roster,"`,l",enchantress,1043,1518,league_roster,b,templar_assassin,1764,3883,league_roster,CHIRA_JUNIOR,ember_spirit,2917,4065,league_roster,b,slardar,1883,3100,league_roster,b,snapfire,1072,1590,league_roster,b,rattletrap,997,1345,league_roster
19101,BLAST Slam VII,8837957019,TY,Aurora,TY,arima-,tiny,2743,4938,league_roster,0r;,invoker,2065,4503,league_roster,bangkok,shredder,2310,3522,league_roster,,snapfire,862,1222,league_roster,; ],winter_wyvern,873,1913,league_roster,,ursa,2687,4833,league_roster,Q,queenofpain,3044,4644,league_roster,`x̲,axe,1880,3939,league_roster,hj,lion,1054,1979,league_roster,`+3,enchantress,999,1774,league_roster
19101,BLAST Slam VII,8838056564,FLCN,Liquid,FLCN,I m Going To Be The Best Carry,alchemist,2399,4649,league_roster,Mercury,ember_spirit,2743,4232,fallback_lh5,Marlin,necrolyte,2674,4167,league_roster,?,lion,1153,1721,league_roster,Sneyking,phoenix,733,1434,league_roster,yondaime,tiny,2214,3936,league_roster,мусор,puck,2807,4265,league_roster,50centaur,snapfire,2221,3783,league_roster,Boxi,pudge,962,1390,league_roster,tOfu,furion,1172,1977,league_roster
19101,BLAST Slam VII,8838170936,FLCN,Liquid,FLCN,I m Going To Be The Best Carry,drow_ranger,2427,3749,league_roster,Mercury,ember_spirit,2342,4305,fallback_lh5,Marlin,abyssal_underlord,2212,3807,league_roster,Cr1t-,lion,1063,1910,league_roster,Sneyking,phoenix,1101,1969,league_roster,yondaime,tiny,2501,4763,league_roster,мусор,invoker,2366,4096,league_roster,50centaur,dawnbreaker,2615,3799,league_roster,Boxi,tusk,1033,1213,league_roster,tOfu,hoodwink,1042,1638,league_roster
19101,BLAST Slam VII,8838303336,LGD,TY,TY,@Q,alchemist,2319,4471,league_roster,a,shredder,2210,3476,league_roster,Wisper,largo,1831,3012,league_roster,Rita,windrunner,1114,1648,league_roster,марсианин,bane,780,1129,league_roster,arima-,drow_ranger,2568,4223,league_roster,CHIRA_JUNIOR,death_prophet,2814,5269,league_roster,bangkok,doom_bringer,3003,5431,league_roster,lostreak chicken,rubick,904,1874,league_roster,; ],rattletrap,1265,2072,league_roster
19101,BLAST Slam VII,8838396820,TY,LGD,LGD,arima-,windrunner,2358,4191,league_roster,CHIRA_JUNIOR,void_spirit,2764,4004,league_roster,bangkok,largo,2286,3630,league_roster,*5,rubick,1118,1754,league_roster,; ],treant,1513,2053,league_roster,Yuma,kez,2526,4272,league_roster,a,puck,2162,4422,league_roster,Wisper,batrider,1846,3416,league_roster,@d%,hoodwink,1422,1880,league_roster,марсианин,bane,1054,1901,league_roster
19101,BLAST Slam VII,8838480778,LGD,TY,TY,Yuma,tiny,2298,4170,league_roster,@,puck,2415,3937,league_roster,,snapfire,1948,3590,league_roster,Rita,windrunner,1169,1873,league_roster,марсианин,winter_wyvern,732,1244,league_roster,arima-,kez,2141,4020,league_roster,CHIRA_JUNIOR,slardar,2618,3787,league_roster,/,doom_bringer,2418,4458,league_roster,p#,keeper_of_the_light,1316,2104,league_roster,; ],rattletrap,1042,1430,league_roster
19101,BLAST Slam VII,8839123109,FLCN,BB,BB,I m Going To Be The Best Carry,drow_ranger,2508,4814,league_roster,Mercury,slardar,2048,3748,fallback_lh5,Marlin,necrolyte,2089,4415,league_roster,r,lion,699,1123,league_roster,,phoenix,649,1496,league_roster,|3,lone_druid,2854,4054,league_roster,p,puck,2667,4303,league_roster,Badwater,undying,2540,3792,league_roster,yo terase mugen tsukuyomi,shadow_demon,1151,1657,league_roster,4X4,treant,1336,1955,league_roster
19101,BLAST Slam VII,8839193447,FLCN,BB,BB,I m Going To Be The Best Carry,drow_ranger,2080,3587,league_roster,Mercury,death_prophet,2918,4394,fallback_lh5,Marlin,tidehunter,2054,4076,league_roster,Cr1t-,lion,906,1571,league_roster,Sneyking,enchantress,1255,1630,league_roster,Naruto~,lone_druid,3059,4903,league_roster,y,puck,2210,4578,league_roster,Badwater,undying,2324,4150,league_roster,\,mirana,1431,2466,league_roster,4X4,treant,1098,1856,league_roster
19101,BLAST Slam VII,8839284303,Liquid,LGD,LGD,yondaime,lone_druid,2968,5120,league_roster,мусор,primal_beast,2370,4084,league_roster,50centaur,snapfire,2161,3575,league_roster,pyo,rattletrap,781,1457,league_roster,tOfu,witch_doctor,919,1209,league_roster,Yuma,drow_ranger,2469,4784,league_roster,a,puck,2652,4818,league_roster,D,shredder,1511,2826,league_roster,,hoodwink,622,1317,league_roster,марсианин,omniknight,1065,1596,league_roster
19101,BLAST Slam VII,8839366504,Liquid,LGD,LGD,yondaime,drow_ranger,3087,5143,league_roster,мусор,slardar,2414,4263,league_roster,oRb WaLk ),dawnbreaker,2324,3829,league_roster,Boxi,lion,1090,1668,league_roster,tOfu,omniknight,1147,1586,league_roster,P2,naga_siren,2483,4322,league_roster,a,puck,2666,4183,league_roster,Wisper,dark_seer,2120,3491,league_roster,2,rattletrap,1273,1752,league_roster,@2,phoenix,1069,1557,league_roster
19101,BLAST Slam VII,8839494962,Aurora,FLCN,FLCN,p2.,windrunner,2415,4333,league_roster,Katanaa,storm_spirit,2804,5073,league_roster,l%,dawnbreaker,2577,3892,league_roster,x,lion,1021,1664,league_roster,save丶nic,warlock,1257,1894,league_roster,I m Going To Be The Best Carry,tiny,2602,4603,league_roster,Mercury,keeper_of_the_light,2418,4064,fallback_lh5,Marlin,bristleback,2523,3895,league_roster,,rattletrap,928,1513,league_roster,Sneyking,bane,1139,1730,league_roster
19101,BLAST Slam VII,8839625815,FLCN,Aurora,Aurora,04,chaos_knight,2156,3435,league_roster,Mercury,ember_spirit,1549,2563,fallback_lh5,Marlin,razor,2618,4608,league_roster,Py,hoodwink,806,1207,league_roster,Ѝ[,silencer,919,1616,league_roster,mode: m0NESY,windrunner,3103,5327,league_roster,Katanaa,viper,2333,3695,league_roster,,doom_bringer,2319,4262,league_roster,tweekin',lion,1071,1499,league_roster,@v,bane,1508,2064,league_roster
19101,BLAST Slam VII,8839717574,Aurora,FLCN,Aurora,J,windrunner,2309,3983,league_roster,Katanaa,storm_spirit,3366,5097,league_roster,Shenorita`,pangolier,1706,3458,league_roster,tweekin',hoodwink,978,1912,league_roster,3,ancient_apparition,1360,2426,league_roster,I m Going To Be The Best Carry,life_stealer,3052,5142,league_roster,Mercury,keeper_of_the_light,2142,3212,fallback_lh5,`,mars,1997,3305,league_roster,Cr1t-,rattletrap,944,1561,league_roster,Sneyking,chen,903,1920,league_roster
19101,BLAST Slam VII,8840635639,BB,TY,BB,Naruto~,kez,1910,3999,league_roster,)ہ,ember_spirit,1923,2947,league_roster,@e,largo,1889,3098,league_roster,yo terase mugen tsukuyomi,hoodwink,675,1284,league_roster,v8,treant,979,1272,league_roster,arima-,drow_ranger,2220,4341,league_roster,CHIRA_JUNIOR,snapfire,2738,4517,league_roster,bangkok,axe,2741,4866,league_roster,lostreak chicken,windrunner,1411,2375,league_roster,; ],lich,832,1622,league_roster
19101,BLAST Slam VII,8840704374,TY,BB,TY,rT,furion,2329,4771,league_roster,CHIRA_JUNIOR,invoker,2548,4611,league_roster,bangkok,doom_bringer,2047,3736,league_roster,p;rT,snapfire,1051,2010,league_roster,:rT,treant,1176,1949,league_roster,Naruto~,windrunner,2298,3983,league_roster,lorenof mindset,storm_spirit,2530,4104,league_roster,Badwater,undying,2482,3495,league_roster,yo terase mugen tsukuyomi,lion,1028,1465,league_roster,4X4,rattletrap,985,1684,league_roster
19101,BLAST Slam VII,8840821227,BB,TY,TY,Naruto~,kez,2403,4063,league_roster,lorenof mindset,kunkka,2834,4807,league_roster,Badwater,axe,3213,5418,league_roster,yo terase mugen tsukuyomi,mirana,1463,2092,league_roster,4X4,winter_wyvern,1151,1623,league_roster,`,templar_assassin,2699,4544,league_roster,CHIRA_JUNIOR,invoker,1874,3468,league_roster,bangkok,enigma,2224,4005,league_roster,,snapfire,1160,1577,league_roster,`,treant,1315,2086,league_roster
19101,BLAST Slam VII,8840984097,LGD,Aurora,Aurora,Yuma,tiny,2351,3452,league_roster,O%,sniper,2705,4843,league_roster,Wisper,shredder,1695,3233,league_roster,Rita,techies,973,1861,league_roster,марсианин,hoodwink,851,1480,league_roster,mode: m0NESY,lone_druid,2839,4871,league_roster,Katanaa,ember_spirit,1618,3198,league_roster,Shenorita`,abyssal_underlord,2594,4468,league_roster,tweekin',lion,1113,1509,league_roster,save丶nic,phoenix,1257,1609,league_roster
19101,BLAST Slam VII,8841114801,Aurora,LGD,LGD,mode: m0NESY,tiny,2345,4536,league_roster,Katanaa,storm_spirit,1506,2730,league_roster,Shenorita`,largo,2340,3442,league_roster,tweekin',rubick,1032,1285,league_roster,save丶nic,phoenix,991,1440,league_roster,Yuma,sven,2501,5125,league_roster,a,viper,2759,4526,league_roster,Wisper,batrider,2664,4406,league_roster,Rita,grimstroke,1079,2091,league_roster,марсианин,axe,1134,1303,league_roster
19101,BLAST Slam VII,8841231956,Aurora,LGD,LGD,pҝ,tiny,2564,4390,league_roster,Katanaa,windrunner,2404,4194,league_roster,Shenorita`,largo,2086,3187,league_roster,tweekin',hoodwink,1094,1530,league_roster,save丶nic,ancient_apparition,993,1461,league_roster,Yuma,vengefulspirit,2356,3926,league_roster,a,zuus,3298,5045,league_roster,Wisper,beastmaster,1948,3492,league_roster,Q,grimstroke,1056,1613,league_roster,марсианин,bane,491,1110,league_roster
19101,BLAST Slam VII,8842052142,LGD,BB,LGD,D,drow_ranger,2445,4627,league_roster,PD,viper,2606,4533,league_roster,Wisper,batrider,2093,4011,league_roster,Rita,spirit_breaker,1160,2043,league_roster,8̝,winter_wyvern,1309,1764,league_roster,<ҝ,kez,2501,4641,league_roster,lorenof mindset,queenofpain,1517,2439,league_roster,5,largo,2118,3545,league_roster,yo terase mugen tsukuyomi,hoodwink,1305,2015,league_roster,<ҝ,lich,1217,1824,league_roster
19101,BLAST Slam VII,8842134886,BB,LGD,BB,Naruto~,drow_ranger,2858,4998,league_roster,lorenof mindset,slardar,2618,4291,league_roster,Badwater,enigma,2309,4479,league_roster,yo terase mugen tsukuyomi,shadow_demon,1191,1842,league_roster,l,winter_wyvern,857,1209,league_roster,Yuma,kez,2511,4009,league_roster,a,viper,2724,4808,league_roster,Wisper,dark_seer,2017,3981,league_roster,,spirit_breaker,1273,2151,league_roster,марсианин,furion,1130,2101,league_roster
19101,BLAST Slam VII,8842245726,BB,LGD,LGD,Naruto~,terrorblade,2859,4360,league_roster,lorenof mindset,slardar,3013,4327,league_roster,Badwater,largo,2334,4060,league_roster,yo terase mugen tsukuyomi,keeper_of_the_light,1217,1593,league_roster,4X4,treant,1247,1932,league_roster,Yuma,kez,2421,3954,league_roster,a,puck,2380,4247,league_roster,U۟,shredder,2156,3411,league_roster,Rita,shadow_demon,1071,2336,league_roster,`ş,rattletrap,933,1779,league_roster
19101,BLAST Slam VII,8842468101,TY,LGD,TY,arima-,furion,3001,4662,league_roster,CHIRA_JUNIOR,monkey_king,1767,3108,league_roster,bangkok,lycan,2144,3836,league_roster,pE,keeper_of_the_light,1424,1968,league_roster,; ],treant,1637,2369,league_roster,Yuma,drow_ranger,2318,4025,league_roster,Pm,largo,2447,4172,league_roster,Wisper,tidehunter,2324,4850,league_roster,̵H,hoodwink,1372,2194,league_roster,@U,bane,718,1379,league_roster
19101,BLAST Slam VII,8842596730,LGD,TY,TY,Yuma,nevermore,2170,3907,league_roster,a,slardar,2671,4375,league_roster,Wisper,shredder,2630,4379,league_roster,Rita,shadow_shaman,1250,2275,league_roster,e,rattletrap,962,1364,league_roster,arima-,templar_assassin,2196,4325,league_roster,0y(,invoker,1956,2396,league_roster,bangkok,doom_bringer,3077,5048,league_roster,lostreak chicken,rubick,1029,1837,league_roster,; ],treant,1273,1670,league_roster
19101,BLAST Slam VII,8842722527,TY,LGD,LGD,arima-,nevermore,3454,6365,league_roster,@,death_prophet,2528,4801,league_roster,`,undying,2379,4526,league_roster,lostreak chicken,keeper_of_the_light,1031,1895,league_roster,C,bane,1215,2062,league_roster,Yuma,naga_siren,1967,3468,league_roster,"P""",storm_spirit,2362,3449,league_roster,Wisper,dark_seer,2208,3359,league_roster,Rita,spirit_breaker,1250,1855,league_roster,марсианин,treant,1227,1920,league_roster
19101,BLAST Slam VII,8842845018,TY,LGD,TY,arima-,nevermore,2840,5231,league_roster,CHIRA_JUNIOR,storm_spirit,2153,3789,league_roster,bangkok,necrolyte,3187,5374,league_roster,lostreak chicken,furion,1364,1977,league_roster,; ],rattletrap,1668,2356,league_roster,Pwq,naga_siren,1524,2602,league_roster,a,queenofpain,2353,3993,league_roster,Wisper,shredder,1561,2494,league_roster,Rita,hoodwink,1026,2150,league_roster,марсианин,bane,918,1117,league_roster
18988,DreamLeague Season 27,8598614413,BetBoom,RT,BetBoom,освобождение,ursa,2600,4930,league_roster,mirele~,dragon_knight,2804,4638,league_roster,Passion,legion_commander,2204,3952,league_roster,this reality is a hell.,hoodwink,1257,1603,league_roster,g4d,naga_siren,1255,1753,league_roster,голод,juggernaut,2297,4054,league_roster,#,sand_king,1967,3128,league_roster,transurfing,pangolier,2351,3703,league_roster,101,snapfire,1273,1661,league_roster,-,warlock,990,1463,league_roster
18988,DreamLeague Season 27,8598616570,OG,TT,OG,simply lovely,dragon_knight,2557,4880,league_roster,Rasmus?,pangolier,2661,4151,league_roster,Money For Nothing,bristleback,2306,4224,fallback_lh5,"""",snapfire,1028,1636,league_roster,pressure,keeper_of_the_light,1373,2192,league_roster,Roselia,juggernaut,2694,4675,league_roster,Nikaidō^HirO,sand_king,2457,4313,fallback_lh5,龍,centaur,2295,4348,fallback_lh5,镜,ringmaster,1113,2365,fallback_lh5,ؔ,enchantress,982,1529,league_roster
18988,DreamLeague Season 27,8598618322,1w,TSpirit,TSpirit,pain t prince,terrorblade,2809,4825,fallback_lh5,17.yngxiaojaostxr,storm_spirit,2758,5033,league_roster,something wrong,mars,1888,3345,league_roster,мусор,tusk,1166,2022,league_roster,munkusi~,dazzle,1260,1907,league_roster,1,kez,2566,4379,league_roster,),leshrac,2129,4109,league_roster,bruno,centaur,2186,4178,league_roster,yi/,shadow_demon,961,1595,fallback_lh5,sustain,ancient_apparition,1038,1659,league_roster
18988,DreamLeague Season 27,8598615034,Liquid,NMSS,NMSS,yondaime,kez,2653,4558,league_roster,h,storm_spirit,1983,3081,league_roster,Ô,shredder,1907,3511,league_roster,Boxi,lion,849,1664,league_roster,tOfu,snapfire,684,1497,league_roster,Captain Snowball prime,ursa,2797,4611,fallback_lh5,4nalog,queenofpain,2249,3503,league_roster,x,mars,1905,3009,fallback_lh5,quest,shadow_demon,811,1924,league_roster,AYYAYAYAYA,pugna,809,1642,league_roster
18988,DreamLeague Season 27,8598682516,BetBoom,RT,BetBoom,освобождение,juggernaut,2915,4947,league_roster,mirele~,beastmaster,2751,4931,league_roster,Passion,dazzle,2738,4734,league_roster,,ringmaster,1249,1868,league_roster,sp5der,naga_siren,1414,2336,league_roster,голод,ursa,2541,4289,league_roster,просто балуюсь,batrider,2749,4336,league_roster,,centaur,1813,3066,league_roster,101,snapfire,853,1652,league_roster,-,chen,1058,1896,league_roster
18988,DreamLeague Season 27,8598681318,OG,TT,OG,simply lovely,gyrocopter,2902,5080,league_roster,Rasmus?,pangolier,2476,4353,league_roster,Money For Nothing,mars,2374,3664,fallback_lh5,ukininam,muerta,1279,2328,league_roster,pressure,bane,783,1194,league_roster,Roselia,medusa,2313,3886,league_roster,Nikaidō^HirO,leshrac,2957,4332,fallback_lh5,龍,centaur,2205,4049,fallback_lh5,镜,rubick,606,1159,fallback_lh5,May thy knife chip and shatter,tusk,470,1115,league_roster
18988,DreamLeague Season 27,8598695323,TSpirit,1w,TSpirit,1,kez,2892,5069,league_roster,RUEINA,queenofpain,2259,4409,league_roster,bruno,axe,2737,5126,league_roster,sustain,jakiro,1066,1780,fallback_lh5,123,nyx_assassin,1240,2069,league_roster,pain t prince,juggernaut,2673,4928,fallback_lh5,17.yngxiaojaostxr,puck,2432,4046,league_roster,something wrong,centaur,2080,3555,league_roster,мусор,batrider,867,1198,league_roster,munkusi~,chen,1027,1756,league_roster
18988,DreamLeague Season 27,8598716877,NMSS,Liquid,Liquid,Captain Snowball prime,ursa,2698,4860,fallback_lh5,4nalog,storm_spirit,2292,4670,league_roster,"e,",mars,1446,3019,fallback_lh5,quest,batrider,712,1609,league_roster,AYYAYAYAYA,dazzle,956,1338,league_roster,yondaime,dragon_knight,3080,5106,league_roster,",",ember_spirit,2327,3932,league_roster,B[,slardar,2061,3690,league_roster,Boxi,rattletrap,1382,2003,league_roster,tOfu,warlock,912,1375,league_roster
18988,DreamLeague Season 27,8598808366,Liquid,NMSS,Liquid,yondaime,templar_assassin,2480,4537,league_roster,^,shredder,2719,4979,league_roster,50centaur,pangolier,2412,4005,league_roster,Boxi,tusk,952,1306,league_roster,tOfu,ringmaster,842,1698,league_roster,Captain Snowball prime,morphling,2472,4664,fallback_lh5,4nalog,slardar,2288,3389,league_roster,(+,abaddon,2407,4281,fallback_lh5,quest,skywrath_mage,994,2057,league_roster,AYYAYAYAYA,jakiro,797,1774,league_roster
18988,DreamLeague Season 27,8598883977,MOUZ,PIPS4,MOUZ,ad hominem passive agressiveness,gyrocopter,2394,4672,league_roster,BOGDANOV IS BACK,nevermore,2330,4851,league_roster,pja,pangolier,2964,4631,league_roster,mid two,tusk,1505,2202,league_roster,Seleri,chen,907,1782,fallback_lh5,GURO XERXEULIDZE,juggernaut,2868,4559,fallback_lh5,1007E5,puck,2600,4201,league_roster,Yayo,axe,2212,3878,league_roster,20 min timing,hoodwink,1204,1927,league_roster,きだろ,shadow_demon,1018,1653,league_roster
18988,DreamLeague Season 27,8598861477,PassionUA,FLCN,FLCN,Again and again,dragon_knight,2436,4586,fallback_lh5,Crystallize,weaver,2160,3183,fallback_lh5,GAMBOT-PARIS,mars,1961,3791,league_roster,крекер,snapfire,1035,1881,fallback_lh5,get better,ringmaster,748,1484,fallback_lh5,BLAST 2-5 33 blueprint,ursa,2591,3748,league_roster,Буська,sand_king,2546,4606,league_roster,SumaoKy-,doom_bringer,2926,4949,league_roster,0E,hoodwink,1109,1718,league_roster,Sneyking,jakiro,871,1285,league_roster
18988,DreamLeague Season 27,8598918355,TY,VP,TY,Narumi,gyrocopter,2508,3965,league_roster,r,nevermore,2329,3660,league_roster,strafe instructor,mars,2454,4227,league_roster,lostreak chicken,windrunner,1010,1533,league_roster,John Pork,tusk,1059,1631,league_roster,hide in bush,terrorblade,2666,3999,league_roster,hamilton,void_spirit,2053,3203,league_roster,Bingbong,centaur,1816,3123,league_roster,Hellscream,ringmaster,1077,1904,league_roster,yeehaw,shadow_demon,842,1443,league_roster
18988,DreamLeague Season 27,8598888081,Aurora,NAVI,NAVI,@tU,abaddon,2693,3918,league_roster,darksystem,dragon_knight,3174,5215,league_roster,∩ (◣_◢) ∩,primal_beast,2018,4637,league_roster,$U,tusk,983,1759,league_roster,$U,disruptor,711,1700,fallback_lh5,,gyrocopter,2910,5041,league_roster,xxx,storm_spirit,2292,4465,league_roster,Liquid.Bot,mars,1865,3998,league_roster,3a9c,hoodwink,943,1815,league_roster,wabisabi,warlock,1355,2031,league_roster
18988,DreamLeague Season 27,8598982946,MOUZ,PIPS4,MOUZ,,abaddon,2765,4378,league_roster,BOGDANOV IS BACK,nevermore,2943,5452,league_roster,>,primal_beast,2130,3582,league_roster,mid two,pudge,1722,2469,league_roster,Seleri,pugna,1387,2337,fallback_lh5,GURO XERXEULIDZE,huskar,2820,4813,fallback_lh5,1007E5,storm_spirit,3338,4944,league_roster,Yayo,mars,2091,3479,league_roster,20 min timing,dazzle,1480,2093,league_roster,0ӊ,disruptor,1345,1909,league_roster
